25	残る	154	383	0.02450428	76.45922978	動詞,自立,*,*
25	死体	154	383	0.02450428	76.48373406	名詞,一般,*,*
25	受ける	154	383	0.02450428	76.50823834	動詞,自立,*,*
25	消える	154	383	0.02450428	76.53274262	動詞,自立,*,*
25	答える	154	383	0.02450428	76.55724690	動詞,自立,*,*
25	箱	154	383	0.02450428	76.58175117	名詞,接尾,一般,*
25	部屋	154	383	0.02450428	76.60625545	名詞,一般,*,*
25	宝物	154	383	0.02450428	76.63075973	名詞,一般,*,*
25	力	154	383	0.02450428	76.65526401	名詞,一般,*,*
25	涙	154	383	0.02450428	76.67976829	名詞,一般,*,*
24	いつ	155	404	0.02352411	76.70329239	名詞,代名詞,一般,*
24	たてる	155	404	0.02352411	76.72681650	動詞,自立,*,*
24	とめる	155	404	0.02352411	76.75034061	動詞,自立,*,*
24	ナイフ	155	404	0.02352411	76.77386472	名詞,一般,*,*
24	なくなる	155	404	0.02352411	76.79738882	動詞,自立,*,*
24	ばか	155	404	0.02352411	76.82091293	接頭詞,名詞接続,*,*
24	はじめ	155	404	0.02352411	76.84443704	名詞,副詞可能,*,*
24	よし	155	404	0.02352411	76.86796115	副詞,一般,*,*
24	よる	155	404	0.02352411	76.89148525	動詞,自立,*,*
24	恐い	155	404	0.02352411	76.91500936	形容詞,自立,*,*
24	九	155	404	0.02352411	76.93853347	名詞,数,*,*
